59.124.81.19,#genre#
momo 綜合台,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live1210.m3u8
緯來體育,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live1162.m3u8
Bloomberg News,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2632.m3u8
非凡商業,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live1426.m3u8
非凡新聞,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live1318.m3u8
東森新聞,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live1126.m3u8
寰宇新聞,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2408.m3u8
三立新聞,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2435.m3u8
東森財經,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live1474.m3u8
東森綜合,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live1150.m3u8
東森戲劇,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live1522.m3u8
八大綜合,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live1561.m3u8
八大第一,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live1562.m3u8
三立都會,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live1330.m3u8
三立台灣,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live1569.m3u8
中天綜合,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live1390.m3u8
中天娛樂,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live1306.m3u8
韓國娛樂台,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live1294.m3u8
好萊塢電影,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live1378.m3u8
緯來綜合,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live1246.m3u8
緯來育樂,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live1570.m3u8
緯來日本,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live1222.m3u8
NHK世界HD,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live1414.m3u8
HBO,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live1354.m3u8
AXN,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live1486.m3u8
鏡電視新聞台,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live1090.m3u8
CINEMAX ,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live1534.m3u8
AMC 電影台,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live1438.m3u8
台視,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live1566.m3u8
中視,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live1565.m3u8
華視,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live1342.m3u8
民視,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live1564.m3u8
廈門衛視,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2571.m3u8
CCTV4,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2565.m3u8
海峽衛視,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2559.m3u8
浙江衛視,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2577.m3u8
東方衛視,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2608.m3u8
湖南衛視,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2583.m3u8
鳯凰衛視,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2596.m3u8
CNBC,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2626.m3u8
鳯凰中文台,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2602.m3u8
DAZN 1,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2638.m3u8
DAZN 2,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2644.m3u8
Taiwan Plus,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2650.m3u8
公視,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2706.m3u8
民視新聞,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2712.m3u8
緯來電影,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2693.m3u8
緯來戲劇,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2699.m3u8
東風衛視,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2669.m3u8
年代新聞台,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2663.m3u8
MUCH TV,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2657.m3u8
人間衛視,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2675.m3u8
八大戲劇,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2681.m3u8
超視,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2687.m3u8
大愛電視,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2718.m3u8
好消息GOOD TV,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2741.m3u8
中天新聞,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2745.m3u8
壹新聞,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2749.m3u8
龍華卡通台,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2753.m3u8
龍華日韓劇,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2761.m3u8
龍華偶像劇,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2765.m3u8
龍華戲劇台,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2757.m3u8
龍華電影台,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2769.m3u8
亞洲旅遊,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2773.m3u8
TVBS新聞HD,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2778.m3u8
TVBS HD,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2781.m3u8
TVBS歡樂HD,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2784.m3u8
尼克兒童頻道,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2793.m3u8
nickjr.小尼克,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2796.m3u8
MTV Live音樂頻道,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2799.m3u8
DreamWorks,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2807.m3u8
達文西頻道,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2787.m3u8
華藝中文台,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2816.m3u8
搖滾電影頻道,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2790.m3u8
探索世界頻道,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2803.m3u8
搖滾娛樂頻道,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2810.m3u8
愛自然頻道,http://mushui.serv00.net/mqlive.php?ip=60.250.121.217&url=http://60.250.121.217:5003/live2813.m3u8
61.63.19.241,#genre#
瑞穗天合國際觀光酒店形象影片,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1207.m3u8
台視HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1047.m3u8
台視新聞台,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1107.m3u8
台視財經台,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1108.m3u8
台視綜合台,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1109.m3u8
中視HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1048.m3u8
中視新聞台,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1115.m3u8
華視HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1049.m3u8
華視教育體育文化台,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1119.m3u8
華視新聞資訊台,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1120.m3u8
民視HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1050.m3u8
民視第一台,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1103.m3u8
民視新聞台,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1104.m3u8
民視台灣台,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1105.m3u8
公視,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1201.m3u8
公視台語台,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1111.m3u8
公視3台,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1113.m3u8
人間衛視,http://61.63.19.241:8506/http/192.168.1.9:8081/hls/69/811/ch36.m3u8
大愛電視,http://61.63.19.241:8507/http/192.168.1.9:8081/hls/73/815/ch52.m3u8
好消息頻道,http://61.63.19.241:8508/http/192.168.1.9:8081/hls/74/816/ch53.m3u8
Trace Sport Stars,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1003.m3u8
DISCOVERY,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1002.m3u8
旅遊生活,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1005.m3u8
動物星球,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1004.m3u8
亞洲旅遊,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1219.m3u8
momo親子台,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1007.m3u8
東森幼幼HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1008.m3u8
ANIMAX 卡通動畫頻道,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1060.m3u8
龍華卡通台,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/custom29.m3u8
緯來綜合HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1044.m3u8
八大第一HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1043.m3u8
八大綜合HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1019.m3u8
三立台灣HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1021.m3u8
三立都會HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1020.m3u8
韓國娛樂台,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1024.m3u8
東森綜合HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1041.m3u8
超視HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1180.m3u8
中天綜合HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1022.m3u8
中天娛樂HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1023.m3u8
東風衛視,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1195.m3u8
MUCH TV,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1189.m3u8
東森戲劇HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1042.m3u8
八大戲劇HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1057.m3u8
TVBS歡樂HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1018.m3u8
緯來戲劇,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1186.m3u8
龍華戲劇台,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1009.m3u8
龍華日韓劇,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1010.m3u8
龍華偶像劇,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1235.m3u8
緯來日本HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1026.m3u8
Taiwan Plus,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1238.m3u8
年代新聞,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1192.m3u8
東森新聞HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1014.m3u8
中天新聞HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1015.m3u8
民視新聞,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1204.m3u8
三立新聞HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1016.m3u8
TVBS新聞HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1051.m3u8
TVBS HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1254.m3u8
非凡新聞,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1013.m3u8
非凡商業,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1012.m3u8
東森財經HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1017.m3u8
寰宇新聞,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1222.m3u8
壹新聞,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1242.m3u8
CNBC,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1063.m3u8
Bloomberg News,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1066.m3u8
NHK世界HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1027.m3u8
鏡電視新聞台,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1031.m3u8
好萊塢電影HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1025.m3u8
緯來電影HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1183.m3u8
龍華電影台,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1245.m3u8
HBO,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1029.m3u8
AXN,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1054.m3u8
CINEMAX HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1030.m3u8
AMC 電影台,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1032.m3u8
寵物頻道,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1040.m3u8
緯來育樂HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1045.m3u8
緯來體育HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1011.m3u8
博斯運動一,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1225.m3u8
momo 綜合台,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1248.m3u8
DAZN 1,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1069.m3u8
DAZN 2,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1072.m3u8
客家電視台,http://61.63.19.241:8589/http/192.168.1.10:8088/hls/89/80/Hakka5max.m3u8
原住民族電視台,http://61.63.19.241:8590/http/192.168.1.10:8088/hls/90/80/Titv5max.m3u8
國會頻道1,http://61.63.19.241:8591/http/192.168.1.10:8088/hls/88/80/Congress1-5max.m3u8
國會頻道2,http://61.63.19.241:8592/http/192.168.1.10:8088/hls/88/80/Congress2-5max.m3u8
澳門廣視,http://61.63.19.241:8593/http/192.168.1.10:8078/hls/33/80/macau.m3u8
義大利台,http://61.63.19.241:8594/http/192.168.1.10:8078/hls/33/80/ltalia.m3u8
法蘭西24小時新聞法語頻道,http://61.63.19.241:8595/http/192.168.1.10:8078/hls/33/80/france24.m3u8
新加坡亞洲新聞台,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1126.m3u8
星空衛視,http://61.63.19.241:8597/http/192.168.1.10:8078/hls/36/80/xingkong.m3u8
[V]音樂台,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1128.m3u8
卡達半島電視臺國際頻道,http://61.63.19.241:8599/http/192.168.1.10:8078/hls/36/80/aljaz.m3u8
TV 5 Monde,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1140.m3u8
Isaac TV-基督教衛星電視,http://61.63.19.241:8602/http/192.168.1.10:8078/hls/37/80/isaac.m3u8
Joo Music,http://61.63.19.241:8603/http/192.168.1.10:8078/hls/37/80/joo.m3u8
DW-TV-德國之聲,http://61.63.19.241:8604/http/192.168.1.10:8078/hls/37/80/dwtv.m3u8
NHK World,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1134.m3u8
阿里郎電視,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1142.m3u8
美國之音 VOA中文廣播,http://61.63.19.241:8608/http/192.168.1.10:8078/hls/111/80/voa.m3u8
法國時裝頻道,http://61.63.19.241:8609/http/192.168.1.10:8078/hls/111/80/fashion.m3u8
路透社新聞,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1139.m3u8
廈門衛視,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1033.m3u8
CCTV4-中央衛視,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1034.m3u8
海峽衛視HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1035.m3u8
浙江衛視,http://61.63.19.241:8573/http/192.168.1.10:8078/hls/41/80/zhejiang.m3u8
東方衛視,http://61.63.19.241:8615/http/192.168.1.10:8078/hls/41/80/east.m3u8
湖南衛視,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1038.m3u8
鳯凰衛視資訊,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1210.m3u8
鳯凰衛視中文,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1213.m3u8
東森新聞HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1257.m3u8
好萊塢電影HD,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1260.m3u8
NHK BS1,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1155.m3u8
NHK BSP,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1154.m3u8
尼克兒童頻道,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1255.m3u8
nickjr.小尼克,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1266.m3u8
MTV Live音樂頻道,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1261.m3u8
達文西頻道,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1264.m3u8
DreamWorks,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1271.m3u8
搖滾電影頻道,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1274.m3u8
探索世界頻道,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1277.m3u8
搖滾娛樂頻道 ,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1283.m3u8
愛自然頻道 ,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1286.m3u8
華藝中文台,http://mushui.serv00.net/mqlive.php?ip=61.63.19.241&url=http://61.63.19.241:5003/live1289.m3u8
61.216.26.165,#genre#
台視HD,http://mushui.serv00.net/mqlive.php?ip=61.216.26.165&url=http://61.216.26.165:5003/live1047.m3u8
中視HD,http://61.216.26.165:8502/http/192.168.1.9:8081/hls/88/80/Ctv4max.m3u8
華視HD,http://61.216.26.165:8503/http/192.168.1.9:8081/hls/89/80/Cts4max.m3u8
民視HD,http://61.216.26.165:8504/http/192.168.1.9:8081/hls/85/80/Ftv4max.m3u8
公視,http://mushui.serv00.net/mqlive.php?ip=61.216.26.165&url=http://61.216.26.165:5003/live1201.m3u8
人間衛視,http://mushui.serv00.net/mqlive.php?ip=61.216.26.165&url=http://61.216.26.165:5003/live1198.m3u8
大愛電視,http://mushui.serv00.net/mqlive.php?ip=61.216.26.165&url=http://61.216.26.165:5003/live1216.m3u8
Trace Sport Stars,http://mushui.serv00.net/mqlive.php?ip=61.216.26.165&url=http://61.216.26.165:5003/live1003.m3u8
DISCOVERY,http://mushui.serv00.net/mqlive.php?ip=61.216.26.165&url=http://61.216.26.165:5003/live1002.m3u8
旅遊生活,http://mushui.serv00.net/mqlive.php?ip=61.216.26.165&url=http://61.216.26.165:5003/live1005.m3u8
動物星球,http://mushui.serv00.net/mqlive.php?ip=61.216.26.165&url=http://61.216.26.165:5003/live1004.m3u8
momo親子台,http://mushui.serv00.net/mqlive.php?ip=61.216.26.165&url=http://61.216.26.165:5003/live1007.m3u8
東森幼幼HD,http://mushui.serv00.net/mqlive.php?ip=61.216.26.165&url=http://61.216.26.165:5003/live1008.m3u8
緯來綜合HD,http://mushui.serv00.net/mqlive.php?ip=61.216.26.165&url=http://61.216.26.165:5003/live1044.m3u8
八大第一HD,http://mushui.serv00.net/mqlive.php?ip=61.216.26.165&url=http://61.216.26.165:5003/live1043.m3u8
八大綜合HD,http://mushui.serv00.net/mqlive.php?ip=61.216.26.165&url=http://61.216.26.165:5003/live1019.m3u8
三立台灣HD,http://mushui.serv00.net/mqlive.php?ip=61.216.26.165&url=http://61.216.26.165:5003/live1021.m3u8
三立都會HD,http://mushui.serv00.net/mqlive.php?ip=61.216.26.165&url=http://61.216.26.165:5003/live1020.m3u8
韓國娛樂台,http://mushui.serv00.net/mqlive.php?ip=61.216.26.165&url=http://61.216.26.165:5003/live1024.m3u8
超視HD,http://61.216.26.165:8525/http/192.168.1.9:8081/hls/64/806/ch14.m3u8
中天綜合HD,http://mushui.serv00.net/mqlive.php?ip=61.216.26.165&url=http://61.216.26.165:5003/live1022.m3u8
中天娛樂HD,http://mushui.serv00.net/mqlive.php?ip=61.216.26.165&url=http://61.216.26.165:5003/live1023.m3u8
MUCH TV,http://mushui.serv00.net/mqlive.php?ip=61.216.26.165&url=http://61.216.26.165:5003/live2002.m3u8
東森戲劇HD,http://61.216.26.165:8530/http/192.168.1.9:8081/hls/64/806/ch13.m3u8
八大戲劇HD,http://mushui.serv00.net/mqlive.php?ip=61.216.26.165&url=http://61.216.26.165:5003/live1057.m3u8
TVBS歡樂HD,http://mushui.serv00.net/mqlive.php?ip=61.216.26.165&url=http://61.216.26.165:5003/live1018.m3u8
Taiwan Plus,http://mushui.serv00.net/mqlive.php?ip=61.216.26.165&url=http://61.216.26.165:5003/live1238.m3u8
年代新聞,http://mushui.serv00.net/mqlive.php?ip=61.216.26.165&url=http://61.216.26.165:5003/live1192.m3u8
東森新聞HD,http://mushui.serv00.net/mqlive.php?ip=61.216.26.165&url=http://61.216.26.165:5003/live1014.m3u8
中天新聞HD,http://mushui.serv00.net/mqlive.php?ip=61.216.26.165&url=http://61.216.26.165:5003/live1015.m3u8
三立新聞HD,http://mushui.serv00.net/mqlive.php?ip=61.216.26.165&url=http://61.216.26.165:5003/live1016.m3u8
